host_gene_id,nested_gene_id,nested_gene_name,nested_gene_type,chromosome,nested_start,nested_end,intron_start,intron_end,transcript_id
ENSG00000300424.1,ENSG00000251508.1,ENSG00000251508,unprocessed_pseudogene,chr1,233295325,233295727,233272003,233327228,ENST00000771586.1
ENSG00000135750.17,ENSG00000265744.1,MIR4427,miRNA,chr1,233624152,233624219,233614527,233631403,ENST00001034462.1
ENSG00000306050.1,ENSG00000225486.1,ENSG00000225486,processed_pseudogene,chr1,233836080,233836432,233811661,233843871,ENST00000814968.1
ENSG00000306050.1,ENSG00000286666.2,ENSG00000286666,lncRNA,chr1,233844621,233865394,233844610,233868429,ENST00000814968.1
ENSG00000183780.14,ENSG00000236101.1,RAC1P7,processed_pseudogene,chr1,234026851,234027227,233905759,234231416,ENST00001145779.1
ENSG00000183780.14,ENSG00000233332.1,ENSG00000233332,lncRNA,chr1,234212606,234215088,233905759,234231416,ENST00001145779.1
ENSG00000183780.14,ENSG00000231272.1,ENSG00000231272,lncRNA,chr1,234261706,234274465,234231742,234309100,ENST00001145779.1
ENSG00000231272.1,ENSG00000236244.2,SLC35F3-AS1,lncRNA,chr1,234268580,234273015,234261860,234274167,ENST00000456078.1
ENSG00000183780.14,ENSG00000236244.2,SLC35F3-AS1,lncRNA,chr1,234268580,234273015,234231742,234309100,ENST00001145779.1
ENSG00000183780.14,ENSG00000232166.1,ENSG00000232166,processed_pseudogene,chr1,234284972,234285541,234231742,234309100,ENST00001145779.1
ENSG00000183780.14,ENSG00000264377.1,MIR4671,miRNA,chr1,234306467,234306539,234231742,234309100,ENST00001145779.1
ENSG00000231768.3,ENSG00000304567.1,ENSG00000304567,lncRNA,chr1,234515580,234516168,234502557,234531527,ENST00000804324.1
ENSG00000286210.2,ENSG00000287633.2,ENSG00000287633,lncRNA,chr1,234550446,234554838,234536482,234584120,ENST00000753987.1
ENSG00000286210.2,ENSG00000230404.1,ENSG00000230404,lncRNA,chr1,234565298,234570088,234536482,234584120,ENST00000753987.1
ENSG00000286210.2,ENSG00000212144.1,U8,snoRNA,chr1,234593275,234593402,234537470,234594644,ENST00000753986.1
ENSG00000224939.2,ENSG00000303740.1,ENSG00000303740,lncRNA,chr1,234610483,234610878,234609397,234629608,ENST00000796406.1
ENSG00000224939.2,ENSG00000303726.1,ENSG00000303726,lncRNA,chr1,234612045,234612788,234609397,234629608,ENST00000796406.1
ENSG00000224939.2,ENSG00000303708.1,ENSG00000303708,lncRNA,chr1,234612937,234613949,234609397,234629608,ENST00000796406.1
ENSG00000303653.1,ENSG00000272362.1,ENSG00000272362,lncRNA,chr1,234644666,234647571,234636694,234650434,ENST00000796307.1
ENSG00000289377.3,ENSG00000279261.2,LINC02961,lncRNA,chr1,234757619,234760056,234753036,234768635,ENST00000771898.1
ENSG00000300472.1,ENSG00000279261.2,LINC02961,lncRNA,chr1,234757619,234760056,234752009,234773968,ENST00000772130.1
ENSG00000300472.1,ENSG00000300489.1,ENSG00000300489,lncRNA,chr1,234772588,234772990,234772530,234773968,ENST00000772131.1
ENSG00000286263.2,ENSG00000201638.2,RNY4P16,misc_RNA,chr1,234837976,234838069,234836022,234840973,ENST00000850412.1
ENSG00000286263.2,ENSG00000310506.1,ENSG00000310506,lncRNA,chr1,234862023,234863250,234814477,234869177,ENST00000850405.1
ENSG00000286263.2,ENSG00000239690.3,RN7SL668P,misc_RNA,chr1,234904186,234904488,234814477,234932468,ENST00000651370.2
ENSG00000286263.2,ENSG00000310502.1,ENSG00000310502,lncRNA,chr1,234925772,234927987,234912845,234932468,ENST00000850398.1
ENSG00000238005.5,ENSG00000310509.1,ENSG00000310509,lncRNA,chr1,234963461,234964204,234959917,234968387,ENST00000451766.2
ENSG00000280587.4,ENSG00000294496.1,ENSG00000294496,lncRNA,chr1,235062696,235063312,235055532,235067705,ENST00000723715.1
ENSG00000173726.13,ENSG00000207181.1,SNORA14B,snoRNA,chr1,235127803,235127937,235127797,235128594,ENST00001092237.1
ENSG00000054267.24,ENSG00000263439.1,MIR4753,miRNA,chr1,235190034,235190116,235182794,235194012,ENST00000474953.5
ENSG00000054267.24,ENSG00000236863.2,RPL23AP23,processed_pseudogene,chr1,235295865,235296335,235260753,235326913,ENST00000366603.6
ENSG00000152904.13,ENSG00000227962.1,ENSG00000227962,processed_pseudogene,chr1,235336806,235337087,235335335,235341707,ENST00000488594.6
ENSG00000285053.1,ENSG00000227962.1,ENSG00000227962,processed_pseudogene,chr1,235336806,235337087,235328779,235380018,ENST00000643418.1
ENSG00000285053.1,ENSG00000230026.2,ENSG00000230026,processed_pseudogene,chr1,235361153,235362540,235359945,235363013,ENST00000644680.1
ENSG00000285053.1,ENSG00000285177.2,ENSG00000285177,lncRNA,chr1,235366348,235367410,235328779,235380018,ENST00000643418.1
ENSG00000285053.1,ENSG00000229795.2,RPS21P1,transcribed_processed_pseudogene,chr1,235432985,235433231,235430805,235434203,ENST00000643418.1
ENSG00000284770.4,ENSG00000229795.2,RPS21P1,transcribed_processed_pseudogene,chr1,235432985,235433231,235430805,235434203,ENST00000645899.2
ENSG00000168243.13,ENSG00000270710.1,ENSG00000270710,processed_pseudogene,chr1,235565761,235566937,235552238,235583739,ENST00000484517.3
ENSG00000168243.13,ENSG00000227236.2,ENSG00000227236,processed_pseudogene,chr1,235614674,235616397,235595512,235649661,ENST00000391854.7
ENSG00000168243.13,ENSG00000309640.1,ENSG00000309640,lncRNA,chr1,235642358,235643835,235595512,235649661,ENST00000391854.7
ENSG00000143669.17,ENSG00000235674.2,LDHAP2,processed_pseudogene,chr1,235738005,235738989,235734660,235741421,ENST00000389793.7
ENSG00000143669.17,ENSG00000222831.1,MIR1537,miRNA,chr1,235853000,235853060,235833668,235866842,ENST00000389793.7
ENSG00000302457.1,ENSG00000206803.1,RNU6-968P,snRNA,chr1,235915415,235915521,235893231,235935859,ENST00000786958.1
ENSG00000229291.3,ENSG00000206803.1,RNU6-968P,snRNA,chr1,235915415,235915521,235912469,235957881,ENST00000787060.1
ENSG00000302457.1,ENSG00000302482.1,ENSG00000302482,lncRNA,chr1,235917731,235918145,235893231,235935859,ENST00000786958.1
ENSG00000229291.3,ENSG00000302482.1,ENSG00000302482,lncRNA,chr1,235917731,235918145,235912469,235957881,ENST00000787060.1
ENSG00000116962.17,ENSG00000252822.1,Y_RNA,misc_RNA,chr1,236060677,236060772,236048990,236064854,ENST00000264187.7
ENSG00000116962.17,ENSG00000309188.1,ENSG00000309188,lncRNA,chr1,236065534,236067122,236065525,236083793,ENST00001124337.1
ENSG00000086619.16,ENSG00000222650.1,RNU2-70P,snRNA,chr1,236267780,236267958,236253506,236269874,ENST00000687487.2
ENSG00000306684.1,ENSG00000237922.1,ENSG00000237922,processed_pseudogene,chr1,236285976,236286960,236282370,236289059,ENST00000820236.1
ENSG00000186197.16,ENSG00000244457.2,ENO1P1,transcribed_processed_pseudogene,chr1,236483165,236484468,236468277,236491736,ENST00000642595.1
ENSG00000116977.21,ENSG00000223776.5,LGALS8-AS1,lncRNA,chr1,236523052,236524508,236518285,236525967,ENST00000527974.6
ENSG00000116977.21,ENSG00000273058.2,ENSG00000273058,lncRNA,chr1,236536162,236536704,236526116,236537496,ENST00000481485.5
ENSG00000116984.17,ENSG00000226498.2,RPSAP21,processed_pseudogene,chr1,236819634,236820518,236816544,236824118,ENST00000680454.1
ENSG00000302268.1,ENSG00000302280.1,ENSG00000302280,lncRNA,chr1,236956989,236979343,236944106,236982385,ENST00000785366.1
ENSG00000302268.1,ENSG00000237991.3,RPL35P1,processed_pseudogene,chr1,236981339,236981708,236978661,236982385,ENST00000785367.1
ENSG00000302268.1,ENSG00000302297.1,ENSG00000302297,lncRNA,chr1,236996961,236998193,236982424,237001366,ENST00000785366.1
ENSG00000302268.1,ENSG00000244020.3,MT1HL1,protein_coding,chr1,237004103,237004441,237002094,237009254,ENST00000785372.1
ENSG00000198626.19,ENSG00000252396.1,RN7SKP195,misc_RNA,chr1,237120807,237121109,237042570,237270496,ENST00000366574.7
ENSG00000198626.19,ENSG00000310281.1,ENSG00000310281,lncRNA,chr1,237289387,237308799,237270617,237330877,ENST00000366574.7
ENSG00000198626.19,ENSG00000266262.1,MIR4428,miRNA,chr1,237471119,237471191,237469188,237491805,ENST00000366574.7
ENSG00000198626.19,ENSG00000252290.1,ENSG00000252290,snoRNA,chr1,237555040,237555171,237550692,237566566,ENST00000366574.7
ENSG00000198626.19,ENSG00000289628.1,ENSG00000289628,lncRNA,chr1,237814959,237816706,237809036,237819035,ENST00000366574.7
ENSG00000303841.1,ENSG00000232154.2,MTCYBP15,processed_pseudogene,chr1,237948017,237949143,237947234,238000417,ENST00000797445.1
ENSG00000303841.1,ENSG00000225723.1,MTND6P15,processed_pseudogene,chr1,237949214,237949734,237947234,238000417,ENST00000797445.1
ENSG00000303841.1,ENSG00000227860.1,MTND5P18,processed_pseudogene,chr1,237949736,237951536,237947234,238000417,ENST00000797445.1
ENSG00000234464.3,ENSG00000232989.1,ENSG00000232989,processed_pseudogene,chr1,238268494,238268595,238251549,238276036,ENST00000716147.1
ENSG00000234464.3,ENSG00000301350.1,ENSG00000301350,lncRNA,chr1,238354727,238355508,238326275,238404480,ENST00000665394.1
ENSG00000234464.3,ENSG00000215808.4,LINC01139,lncRNA,chr1,238476542,238486060,238425512,238489101,ENST00000716116.1
ENSG00000234464.3,ENSG00000215149.3,KRT18P32,processed_pseudogene,chr1,238491358,238492644,238489189,238499142,ENST00000716147.1
ENSG00000287589.2,ENSG00000306863.1,ENSG00000306863,lncRNA,chr1,239175623,239186724,239127854,239190885,ENST00000821505.1
ENSG00000133019.14,ENSG00000233355.8,CHRM3-AS2,lncRNA,chr1,239703381,239770130,239678289,239827251,ENST00000675184.2
ENSG00000234601.2,ENSG00000307704.1,ENSG00000307704,lncRNA,chr1,239923927,239924289,239915831,239952464,ENST00000827818.1
ENSG00000155816.22,ENSG00000228818.1,ENSG00000228818,processed_pseudogene,chr1,240142670,240145389,240123346,240177920,ENST00000447095.5
ENSG00000155816.22,ENSG00000202041.1,Y_RNA,misc_RNA,chr1,240154651,240154772,240123346,240177920,ENST00000447095.5
ENSG00000155816.22,ENSG00000223694.1,ADH5P3,processed_pseudogene,chr1,240170155,240171291,240123346,240177920,ENST00000447095.5
ENSG00000155816.22,ENSG00000303229.1,ENSG00000303229,lncRNA,chr1,240239402,240258460,240188263,240329075,ENST00000545751.3
ENSG00000155816.22,ENSG00000252317.1,Y_RNA,misc_RNA,chr1,240341385,240341477,240334230,240355815,ENST00001141188.1
ENSG00000155816.22,ENSG00000233519.1,ENSG00000233519,lncRNA,chr1,240400671,240401123,240392563,240438060,ENST00001141188.1
ENSG00000180875.7,ENSG00000224359.2,ENSG00000224359,lncRNA,chr1,240530452,240530862,240527027,240611883,ENST00000942417.2
ENSG00000180875.7,ENSG00000300002.1,ENSG00000300002,lncRNA,chr1,240531688,240576391,240527027,240611883,ENST00000942417.2
ENSG00000180875.7,ENSG00000226014.1,ENSG00000226014,processed_pseudogene,chr1,240549867,240550378,240527027,240611883,ENST00000942417.2
ENSG00000300002.1,ENSG00000226014.1,ENSG00000226014,processed_pseudogene,chr1,240549867,240550378,240531964,240570892,ENST00000767897.1
ENSG00000180875.7,ENSG00000231440.1,ENSG00000231440,lncRNA,chr1,240588522,240590748,240527027,240611883,ENST00000942417.2
ENSG00000300024.1,ENSG00000228844.1,ENSG00000228844,processed_pseudogene,chr1,240636599,240637052,240619160,240646977,ENST00000768225.1
ENSG00000296496.1,ENSG00000199241.1,Y_RNA,misc_RNA,chr1,240698320,240698429,240688152,240709945,ENST00000739920.1
ENSG00000182901.18,ENSG00000223963.2,THAP12P8,processed_pseudogene,chr1,240769420,240771534,240768279,240802903,ENST00000690539.1
ENSG00000182901.18,ENSG00000215802.3,RFKP1,transcribed_processed_pseudogene,chr1,240823006,240823433,240816416,240827097,ENST00000690539.1
ENSG00000182901.18,ENSG00000233615.1,HNRNPA1P42,processed_pseudogene,chr1,240919653,240920609,240870120,240930716,ENST00000690539.1
ENSG00000182901.18,ENSG00000238085.1,ENSG00000238085,processed_pseudogene,chr1,240998451,240998794,240983130,241000855,ENST00000686277.1
ENSG00000182901.18,ENSG00000265831.1,MIR3123,miRNA,chr1,241132272,241132346,241126600,241134866,ENST00000689223.1
ENSG00000182901.18,ENSG00000308207.1,ENSG00000308207,lncRNA,chr1,241134935,241169112,241098763,241355698,ENST00000690539.1
ENSG00000182901.18,ENSG00000224348.2,RPL36P6,processed_pseudogene,chr1,241305580,241305882,241261622,241355698,ENST00000688703.1
ENSG00000054277.15,ENSG00000203668.4,CHML,protein_coding,chr1,241628851,241640399,241597998,241677302,ENST00000463155.5
ENSG00000054277.15,ENSG00000287513.2,ENSG00000287513,lncRNA,chr1,241639777,241641835,241597998,241677302,ENST00000463155.5
ENSG00000288723.2,ENSG00000302976.1,ENSG00000302976,lncRNA,chr1,241817714,241818861,241765185,241824076,ENST00000790603.1
ENSG00000288723.2,ENSG00000229022.1,RPL6P3,processed_pseudogene,chr1,241831935,241832787,241765185,241847968,ENST00000684005.2
ENSG00000180287.18,ENSG00000272865.3,PLD5-AS1,lncRNA,chr1,242147230,242210832,242124666,242219987,ENST00000427495.6
ENSG00000180287.18,ENSG00000252084.1,RN7SKP12,misc_RNA,chr1,242188647,242188789,242124666,242219987,ENST00000427495.6
ENSG00000272865.3,ENSG00000252084.1,RN7SKP12,misc_RNA,chr1,242188647,242188789,242147555,242192154,ENST00000821905.1
ENSG00000180287.18,ENSG00000226750.1,ENSG00000226750,unprocessed_pseudogene,chr1,242345558,242345718,242288531,242348105,ENST00000427495.6
ENSG00000180287.18,ENSG00000235467.1,RPL10AP5,processed_pseudogene,chr1,242365189,242365822,242348243,242449353,ENST00000427495.6
ENSG00000180287.18,ENSG00000213690.3,ENSG00000213690,processed_pseudogene,chr1,242376923,242377432,242348243,242449353,ENST00000427495.6
ENSG00000291216.1,ENSG00000278455.1,CICP21,processed_pseudogene,chr1,243049782,243051619,243047876,243052045,ENST00000437691.1
ENSG00000291217.2,ENSG00000212230.1,RNU6-747P,snRNA,chr1,243081156,243081259,243079053,243081889,ENST00000627498.3
ENSG00000054282.18,ENSG00000224727.1,FCF1P7,processed_pseudogene,chr1,243267257,243268119,243256241,243270104,ENST00001106508.1
ENSG00000054282.18,ENSG00000265201.1,MIR4677,miRNA,chr1,243346176,243346255,243344332,243378720,ENST00001106507.1
ENSG00000117020.20,ENSG00000226766.1,FABP7P1,processed_pseudogene,chr1,243624666,243625056,243615162,243637610,ENST00000336199.9
ENSG00000117020.20,ENSG00000232184.1,ENSG00000232184,lncRNA,chr1,243702857,243740821,243695717,243843124,ENST00000336199.9
ENSG00000117020.20,ENSG00000228939.1,AKT3-IT1,lncRNA,chr1,243793205,243794400,243695717,243843124,ENST00000336199.9
ENSG00000226828.3,ENSG00000304920.1,ENSG00000304920,lncRNA,chr1,243959839,243966196,243942994,243978409,ENST00000806738.1
ENSG00000229960.2,ENSG00000286486.1,ENSG00000286486,lncRNA,chr1,244087306,244090295,244068928,244091588,ENST00000746634.1
ENSG00000237759.2,ENSG00000244066.3,RN7SL148P,misc_RNA,chr1,244103932,244104210,244097438,244108675,ENST00000783352.1
ENSG00000237759.2,ENSG00000302056.1,ENSG00000302056,lncRNA,chr1,244118280,244125994,244114761,244133181,ENST00000783349.1
ENSG00000240963.1,ENSG00000225401.2,TGIF2P1,processed_pseudogene,chr1,244394976,244395660,244376464,244408711,ENST00000417765.1
ENSG00000179397.19,ENSG00000227735.1,CYCSP5,processed_pseudogene,chr1,244598391,244598687,244593579,244605694,ENST00000473875.5
ENSG00000299265.1,ENSG00000227735.1,CYCSP5,processed_pseudogene,chr1,244598391,244598687,244598191,244651436,ENST00000762032.1
ENSG00000121644.21,ENSG00000232059.3,ENSG00000232059,transcribed_processed_pseudogene,chr1,244694432,244694720,244692021,244705555,ENST00000981756.1
ENSG00000301033.1,ENSG00000301052.1,ENSG00000301052,lncRNA,chr1,244727650,244730405,244695651,244731222,ENST00000775676.1
ENSG00000301033.1,ENSG00000284188.3,C1orf202,protein_coding,chr1,244729701,244731015,244695651,244731222,ENST00000775676.1
ENSG00000203666.15,ENSG00000305299.1,ENSG00000305299,lncRNA,chr1,244970847,244971596,244970444,244972508,ENST00001118185.1
ENSG00000203666.15,ENSG00000252282.1,RNU6-1089P,snRNA,chr1,245023015,245023118,245017327,245030654,ENST00001098264.1
ENSG00000203666.15,ENSG00000251754.1,RNU6-999P,snRNA,chr1,245043928,245044032,245017327,245059385,ENST00000977405.1
ENSG00000305254.1,ENSG00000223353.2,ENSG00000223353,processed_pseudogene,chr1,245123471,245124450,245108392,245153553,ENST00000809837.1
ENSG00000305254.1,ENSG00000305266.1,ENSG00000305266,lncRNA,chr1,245129507,245131805,245108392,245153553,ENST00000809837.1
ENSG00000305254.1,ENSG00000201170.1,RNU1-132P,snRNA,chr1,245133927,245134090,245108392,245153553,ENST00000809837.1
ENSG00000162849.17,ENSG00000232192.1,KIF26B-AS1,lncRNA,chr1,245206444,245234501,245156684,245366833,ENST00001145569.1
ENSG00000162849.17,ENSG00000232793.2,DNAJC19P8,processed_pseudogene,chr1,245282831,245283089,245156684,245366833,ENST00001145569.1
ENSG00000162849.17,ENSG00000310332.1,ENSG00000310332,lncRNA,chr1,245561602,245562562,245540951,245602576,ENST00001145569.1
ENSG00000162849.17,ENSG00000308715.1,ENSG00000308715,lncRNA,chr1,245581979,245583192,245540951,245602576,ENST00001145569.1
ENSG00000162849.17,ENSG00000238224.1,KIF26B-AS2,lncRNA,chr1,245614773,245615145,245611977,245646120,ENST00001145569.1
ENSG00000162849.17,ENSG00000231612.1,KIF26B-AS3,lncRNA,chr1,245673732,245676478,245646281,245684232,ENST00001145569.1
ENSG00000185420.20,ENSG00000297513.1,ENSG00000297513,lncRNA,chr1,245884908,245889570,245863887,245915529,ENST00000366516.5
ENSG00000185420.20,ENSG00000235096.2,ENSG00000235096,lncRNA,chr1,246025897,246035603,245929938,246327200,ENST00000630181.2
ENSG00000185420.20,ENSG00000226876.4,SMYD3-AS1,lncRNA,chr1,246108626,246113869,245929938,246327200,ENST00000630181.2
ENSG00000185420.20,ENSG00000225222.2,CHCHD4P5,processed_pseudogene,chr1,246178778,246179204,245929938,246327200,ENST00000630181.2
ENSG00000185420.20,ENSG00000202184.1,RNU6-1283P,snRNA,chr1,246189014,246189118,246186943,246193674,ENST00000391836.3
ENSG00000185420.20,ENSG00000296040.1,ENSG00000296040,lncRNA,chr1,246211008,246215399,245929938,246327200,ENST00000630181.2
ENSG00000185420.20,ENSG00000230184.1,SMYD3-IT1,lncRNA,chr1,246321663,246322438,245929938,246327200,ENST00000630181.2
ENSG00000185420.20,ENSG00000207326.1,Y_RNA,misc_RNA,chr1,246426006,246426119,246355095,246507053,ENST00001143091.1
ENSG00000301995.1,ENSG00000302031.1,ENSG00000302031,lncRNA,chr1,246602556,246605679,246599080,246607122,ENST00000783271.1
ENSG00000162852.16,ENSG00000302031.1,ENSG00000302031,lncRNA,chr1,246602556,246605679,246591942,246621428,ENST00001118127.1
ENSG00000301995.1,ENSG00000225300.1,ENSG00000225300,lncRNA,chr1,246605873,246608102,246599080,246608982,ENST00000783270.1
ENSG00000162852.16,ENSG00000225300.1,ENSG00000225300,lncRNA,chr1,246605873,246608102,246591942,246621428,ENST00001118127.1
ENSG00000162852.16,ENSG00000228955.2,RPL7AP82,processed_pseudogene,chr1,246632251,246632478,246631925,246633923,ENST00001118127.1
ENSG00000143653.12,ENSG00000228879.1,RPL35AP6,processed_pseudogene,chr1,246755511,246755832,246744126,246758225,ENST00001005709.1
ENSG00000223519.9,ENSG00000260855.1,ENSG00000260855,lncRNA,chr1,246772301,246775772,246771992,246776062,ENST00000504864.7
ENSG00000223519.9,ENSG00000235386.1,ENSG00000235386,unprocessed_pseudogene,chr1,246818076,246818180,246815283,246820677,ENST00000504864.7
ENSG00000300578.1,ENSG00000235386.1,ENSG00000235386,unprocessed_pseudogene,chr1,246818076,246818180,246795675,246850580,ENST00000772797.1
ENSG00000223519.9,ENSG00000252011.1,ENSG00000252011,snoRNA,chr1,246833448,246833529,246830096,246839530,ENST00000504864.7
ENSG00000300578.1,ENSG00000252011.1,ENSG00000252011,snoRNA,chr1,246833448,246833529,246795675,246850580,ENST00000772797.1
ENSG00000135747.11,ENSG00000236775.1,ENSG00000236775,processed_pseudogene,chr1,247015068,247017291,247000075,247078593,ENST00000465049.6
ENSG00000135747.11,ENSG00000215796.3,ENSG00000215796,processed_pseudogene,chr1,247042791,247044021,247000075,247078593,ENST00000465049.6
ENSG00000277462.4,ENSG00000215796.3,ENSG00000215796,processed_pseudogene,chr1,247042791,247044021,247039538,247078593,ENST00000908465.2
ENSG00000305271.1,ENSG00000305390.1,ENSG00000305390,lncRNA,chr1,247175024,247175624,247172514,247180082,ENST00000809956.1
ENSG00000305271.1,ENSG00000224014.1,ENSG00000224014,processed_pseudogene,chr1,247175256,247175525,247172514,247180082,ENST00000809956.1
ENSG00000290683.2,ENSG00000283881.1,MIR3916,miRNA,chr1,247201967,247202060,247200194,247210690,ENST00000810128.1
ENSG00000227671.5,ENSG00000283881.1,MIR3916,miRNA,chr1,247201967,247202060,247200194,247209415,ENST00000421406.1
ENSG00000290683.2,ENSG00000252516.1,RNA5SP82,rRNA_pseudogene,chr1,247204570,247204661,247202081,247210690,ENST00000810129.1
ENSG00000227671.5,ENSG00000252516.1,RNA5SP82,rRNA_pseudogene,chr1,247204570,247204661,247200194,247209415,ENST00000421406.1
ENSG00000232347.2,ENSG00000214144.3,ENSG00000214144,processed_pseudogene,chr1,247229940,247231880,247212393,247241776,ENST00000428687.1
ENSG00000232347.2,ENSG00000235818.3,VN1R17P,processed_pseudogene,chr1,247236868,247237957,247212393,247241776,ENST00000428687.1
ENSG00000289566.3,ENSG00000303487.1,ENSG00000303487,lncRNA,chr1,247281594,247285293,247273589,247286199,ENST00000689865.3
ENSG00000162714.15,ENSG00000202079.1,Y_RNA,misc_RNA,chr1,247294835,247294941,247291461,247308474,ENST00001116070.1
ENSG00000162714.15,ENSG00000298644.1,ENSG00000298644,lncRNA,chr1,247295567,247297412,247291461,247308474,ENST00001116070.1
ENSG00000289234.3,ENSG00000286216.2,ENSG00000286216,lncRNA,chr1,247335877,247348092,247333247,247354256,ENST00000697393.1
ENSG00000162711.21,ENSG00000286216.2,ENSG00000286216,lncRNA,chr1,247335877,247348092,247332482,247365229,ENST00000697408.3
ENSG00000169224.13,ENSG00000196242.10,OR2C3,protein_coding,chr1,247524677,247536440,247518609,247556406,ENST00000463359.6
ENSG00000236817.6,ENSG00000177489.1,OR2G2,protein_coding,chr1,247588360,247589313,247565952,247635854,ENST00000435333.6
ENSG00000236817.6,ENSG00000177476.3,OR2G3,protein_coding,chr1,247605586,247606515,247599060,247635854,ENST00000746874.1
ENSG00000236817.6,ENSG00000283369.1,U6,snRNA,chr1,247607126,247607201,247599060,247635854,ENST00000746874.1
ENSG00000236817.6,ENSG00000198452.8,OR14L1,protein_coding,chr1,247617143,247622372,247599060,247635854,ENST00000746874.1
ENSG00000235749.4,ENSG00000230411.1,OR3D1P,unprocessed_pseudogene,chr1,247666887,247667841,247641248,247672479,ENST00000746711.1
ENSG00000235749.4,ENSG00000197437.5,OR13G1,protein_coding,chr1,247670812,247679739,247640434,247746202,ENST00000655877.1
ENSG00000235749.4,ENSG00000169214.5,OR6F1,protein_coding,chr1,247711436,247716646,247640434,247746202,ENST00000655877.1
ENSG00000235749.4,ENSG00000239395.2,ENSG00000239395,protein_coding,chr1,247711813,247723764,247640434,247746202,ENST00000655877.1
ENSG00000235749.4,ENSG00000241128.3,OR14A2,protein_coding,chr1,247722957,247748141,247640430,247757533,ENST00000668652.1
ENSG00000241128.3,ENSG00000153230.4,OR14K1,protein_coding,chr1,247738615,247739559,247735557,247747870,ENST00000366485.2
ENSG00000235749.4,ENSG00000153230.4,OR14K1,protein_coding,chr1,247738615,247739559,247640434,247746202,ENST00000655877.1
ENSG00000305224.1,ENSG00000197591.3,OR11L1,protein_coding,chr1,247840928,247841896,247834099,247846014,ENST00000809691.1
ENSG00000229255.2,ENSG00000203661.4,OR2T5,protein_coding,chr1,248488589,248491113,248485485,248499230,ENST00000450847.2
ENSG00000229255.2,ENSG00000271934.2,OR2AS2P,unprocessed_pseudogene,chr1,248498308,248498649,248485485,248499230,ENST00000450847.2
ENSG00000229255.2,ENSG00000188558.7,OR2G6,protein_coding,chr1,248508073,248527337,248499314,248642665,ENST00000450847.2
ENSG00000229255.2,ENSG00000307405.1,ENSG00000307405,lncRNA,chr1,248512616,248513060,248499314,248642665,ENST00000450847.2
ENSG00000188558.7,ENSG00000307405.1,ENSG00000307405,lncRNA,chr1,248512616,248513060,248508430,248521610,ENST00000641804.1
ENSG00000229255.2,ENSG00000307421.1,ENSG00000307421,lncRNA,chr1,248535002,248535442,248499314,248642665,ENST00000450847.2
ENSG00000229255.2,ENSG00000224521.3,ENSG00000224521,lncRNA,chr1,248535534,248565299,248499314,248642665,ENST00000450847.2
ENSG00000224521.3,ENSG00000227102.2,OR2AS1P,unprocessed_pseudogene,chr1,248549444,248549762,248548847,248557360,ENST00000825477.1
ENSG00000229255.2,ENSG00000227102.2,OR2AS1P,unprocessed_pseudogene,chr1,248549444,248549762,248536785,248642665,ENST00000825061.1
ENSG00000229255.2,ENSG00000182783.6,OR2T29,protein_coding,chr1,248556912,248562772,248536785,248642665,ENST00000825061.1
ENSG00000229255.2,ENSG00000183310.3,OR2T34,protein_coding,chr1,248573801,248574757,248536785,248642665,ENST00000825061.1
ENSG00000229255.2,ENSG00000184022.4,OR2T10,protein_coding,chr1,248590487,248597700,248536785,248642665,ENST00000825061.1
ENSG00000229255.2,ENSG00000201602.1,Y_RNA,misc_RNA,chr1,248594925,248595033,248536785,248642665,ENST00000825061.1
ENSG00000184022.4,ENSG00000201602.1,Y_RNA,misc_RNA,chr1,248594925,248595033,248593797,248597491,ENST00000642090.1
ENSG00000229255.2,ENSG00000271701.1,ENSG00000271701,processed_pseudogene,chr1,248601416,248601869,248536785,248642665,ENST00000825061.1
ENSG00000229255.2,ENSG00000279301.5,OR2T11,protein_coding,chr1,248623557,248635091,248536785,248642665,ENST00000825061.1
ENSG00000286015.1,ENSG00000276520.1,ENSG00000276520,processed_pseudogene,chr1,248708202,248708641,248698906,248745141,ENST00000651827.1
ENSG00000293517.2,ENSG00000276520.1,ENSG00000276520,processed_pseudogene,chr1,248708202,248708641,248697208,248715524,ENST00000825178.1
ENSG00000286015.1,ENSG00000307390.1,ENSG00000307390,lncRNA,chr1,248708226,248731114,248698906,248745141,ENST00000651827.1
ENSG00000286015.1,ENSG00000242529.1,AHCYP8,transcribed_processed_pseudogene,chr1,248721993,248722201,248698906,248745141,ENST00000651827.1
ENSG00000293517.2,ENSG00000242529.1,AHCYP8,transcribed_processed_pseudogene,chr1,248721993,248722201,248716726,248729671,ENST00000825171.1
ENSG00000307390.1,ENSG00000242529.1,AHCYP8,transcribed_processed_pseudogene,chr1,248721993,248722201,248708333,248729192,ENST00000825606.1
ENSG00000293517.2,ENSG00000229663.1,DPY19L4P1,processed_pseudogene,chr1,248771635,248773792,248740105,248796326,ENST00000825205.1
ENSG00000185220.14,ENSG00000200495.1,RNU6-1205P,snRNA,chr1,248912690,248912795,248906343,248913815,ENST00001118750.1
ENSG00000300885.1,ENSG00000300940.1,ENSG00000300940,lncRNA,chr2,180579,186639,175769,190508,ENST00000774822.1
ENSG00000228643.2,ENSG00000301149.1,ENSG00000301149,lncRNA,chr2,289630,290311,286625,290677,ENST00000776221.1
ENSG00000235779.9,ENSG00000277997.1,ENSG00000277997,lncRNA,chr2,307683,309424,291121,310214,ENST00000775971.1
